,Placette,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2
Araliaceae,Hedera helix,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,4,2,4,0,0,0,0,0,0,0,0,0,0,T,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,T,5,3,4,3,4,0,0,0,0,0,0,0,0,0,0,T,3,5,3,4,4,0,0,0,0,0,0,0,0,0,0,T,5,3,1,3,5,0,0,0,0,0,0,0,0,2,0,T,5,4,5,5,5,0,0,0,1,0,0,0,0,0,0,T,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,T,0,1,3,0,0,0,0,0,0,4,0,0,0,0,0,T,4,3,1,4,4,0,0,0,0,0,0,0,0,0,0,T,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,T,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,T,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,T,3,1,1,3,4,1,0,0,0,0,0,0,0,0,0,T,2,4,0,1,3,0,0,0,0,0,0,0,0,0,0,F,3,3,3,4,1,0,1,0,0,0,0,0,0,0,0,T,4,3,4,1,4,0,0,1,0,0,0,0,0,0,0,T,5,1,3,2,4,0,0,0,0,0,0,0,0,0,0,T,3,3,3,5,3,1,0,0,1,0,0,1,0,0,0,T,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,T,2,0,3,3,4,1,0,0,0,0,0,0,0,0,0,T,4,1,0,3,2,0,0,0,0,3,0,0,0,0,0,T,2,2,1,1,2,0,1,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,T,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,T,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,T,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Asparagaceae,Muscari comosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Asparagaceae,Polygonatum odoratum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Asparagaceae,Ruscus aculeatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,T,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,T,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,T,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,T,3,2,1,0,2,0,3,4,6,0,0,0,0,0,0,T,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,T,2,0,2,2,1,4,0,4,5,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,2,0,1,0,0,5,0,0,4,0,0,0,0,0,0,T,1,0,3,2,1,6,4,0,4,6,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,T,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,1,0,0,1,3,0,4,5,4,4,0,0,0,0,0,T,1,2,0,1,1,4,2,5,4,1,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,F,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,T,1,2,1,1,0,6,6,3,0,0,0,0,0,0,0,T
Asteraceae,Cirsium sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Asteraceae,Hieracium spp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,T,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,T
Asteraceae,Lactuca sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Asteraceae,Lampsana communis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,T,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,T,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,T,2,3,5,3,3,0,0,0,0,0,0,0,0,0,0,T,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4,4,6,4,5,0,0,0,0,0,0,0,0,0,0,T,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,T,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,T,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,T
Asteraceae,Pilosella sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Asteraceae,Senecio inaequidens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T
Asteraceae,Senecio spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
