,Placette,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_1,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P1_2,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_1,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P2_2,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_1,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P3_2,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_1,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P4_2,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_1,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P5_2,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_1,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P6_2,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_1,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P7_2,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_1,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P8_2,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_1,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P9_2,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_1,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P10_2,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_1,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P11_2,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_1,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P12_2,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_1,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P14_2,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_1,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P16_2,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_1,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2,P17_2
Asteraceae,Sonchus asper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Asteraceae,Sonchus oleraceus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Asteraceae,spp indet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,T
Asteraceae,Taraxacum sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Betulaceae,Alnus glutinosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Betulaceae,Carpinus betulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,2,0,0,0,0,0,0,2,0,0,0,0,6,T,1,2,1,2,4,5,4,4,2,3,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,T,0,3,0,0,0,0,0,3,6,0,6,0,6,6,0,T,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,T,0,0,0,0,0,4,6,3,6,5,5,0,0,0,0,T,1,0,0,0,0,0,0,0,0,0,6,0,4,2,6,T,0,0,0,2,0,0,3,4,0,5,6,6,0,6,0,T,0,0,0,0,0,1,0,0,0,4,0,6,6,6,6,T,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,T,0,0,0,0,0,0,0,4,0,0,6,6,6,6,6,T,0,0,0,0,0,0,0,1,6,0,6,3,0,0,0,T,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,2,2,2,0,1,0,5,3,0,0,0,0,0,0,0,T,0,1,0,0,0,0,0,0,0,0,4,6,6,4,6,T,1,0,0,5,0,6,2,0,5,0,0,0,0,0,0,T,0,0,0,2,0,0,0,0,0,2,0,3,6,0,0,T,0,1,3,2,0,0,0,0,0,2,0,0,0,0,0,T,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,T
Betulaceae,Corylus avellana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,0,0,0,5,3,6,6,3,0,0,0,0,0,T,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Boraginaceae,Myosotis arvensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,T,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Boraginaceae,Myosotis ramosissima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,T,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T
Boraginaceae,Pulmonaria officinale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,T,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
Brassicaceae,Alaria petiolata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,T,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,T,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,T,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,T,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,1,3,2,4,2,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
